owning_agency_name,reporting_agency_name,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,11.3,Other than full-time permanent,D,Z,Infrastructure Investment and Jobs Act,48219.92,0.00,0.00,0.00,0.00,0.00,1656.24,1656.24,1656.24,6435.33,0.00,52999.01,0.00,0.00,0.00,0.00,0.00,0.00,52999.01,0.00,52999.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,11.5,Other personnel compensation,D,Z,Infrastructure Investment and Jobs Act,1691.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1691.28,0.00,0.00,0.00,0.00,0.00,0.00,1691.28,0.00,1691.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,269195.82,0.00,0.00,0.00,0.00,0.00,17750.43,17750.43,17750.43,17083.06,0.00,268528.45,0.00,0.00,0.00,0.00,0.00,0.00,268528.45,0.00,268528.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,21.0,Travel and transportation of persons,D,Z,Infrastructure Investment and Jobs Act,16974.68,285.70,0.00,285.70,0.00,0.00,862.52,862.52,862.52,715.08,0.00,16541.54,0.00,0.00,0.00,0.00,0.00,0.00,16541.54,0.00,16541.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,25.1,Advisory and assistance services,D,Z,Infrastructure Investment and Jobs Act,50812.54,17018.77,20560.34,17018.77,20560.34,0.00,0.00,0.00,0.00,0.00,0.00,54354.11,10116.11,25949.45,25949.45,25949.45,10116.11,0.00,38520.77,0.00,38520.77,0.00,0.00,0.00,-17018.77,-17018.77,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,41.0,"Grants, subsidies, and contributions",D,Q,,8037058.00,-29460935.76,98192.20,-29460935.76,98192.20,0.00,760436.28,760436.28,760436.28,278758.01,0.00,37114507.69,0.00,0.00,0.00,0.00,0.00,0.00,37114507.69,0.00,37114507.69,0.00,0.00,0.00,-1012539.46,-1012539.46,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0024,CATEGORICAL GRANT:  BROWNFIELDS,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,64787151.00,59403954.08,0.00,59403954.08,0.00,0.00,337745.52,337745.52,337745.52,0.00,0.00,5045451.40,0.00,0.00,0.00,0.00,0.00,0.00,5045451.40,0.00,5045451.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0051,CONGRESSIONALLY MANDATED PROJECTS,25.2,Other services from non-Federal sources,D,Q,,72438.00,10908.92,-25881.82,10908.92,-25881.82,0.00,-33679.77,-33679.77,-33679.77,-26842.78,0.00,42484.25,0.00,0.00,0.00,0.00,0.00,0.00,42484.25,0.00,42484.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0051,CONGRESSIONALLY MANDATED PROJECTS,25.3,Other goods and services from Federal sources,D,Q,,0.00,-268418.12,-268418.12,-268418.12,-268418.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0051,CONGRESSIONALLY MANDATED PROJECTS,41.0,"Grants, subsidies, and contributions",D,Q,,10000000.00,-676357.46,-9935940.71,-676357.46,-9935940.71,0.00,-309590.49,-309590.49,-309590.49,-163859.72,0.00,886147.52,0.00,0.00,0.00,0.00,0.00,0.00,886147.52,0.00,886147.52,0.00,0.00,0.00,-497225.87,-497225.87,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0074,INDOOR AIR: ASTHMA PROGRAM,11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,125572.00,0.00,0.00,0.00,0.00,0.00,13434.60,13434.60,13434.60,334.55,0.00,112471.95,0.00,0.00,0.00,0.00,0.00,0.00,112471.95,0.00,112471.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0074,INDOOR AIR: ASTHMA PROGRAM,11.3,Other than full-time permanent,D,Z,Infrastructure Investment and Jobs Act,49250.38,0.00,0.00,0.00,0.00,0.00,6533.76,6533.76,6533.76,0.00,0.00,42716.62,0.00,0.00,0.00,0.00,0.00,0.00,42716.62,0.00,42716.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0074,INDOOR AIR: ASTHMA PROGRAM,12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,61261.75,0.00,0.00,0.00,0.00,0.00,7527.64,7527.64,7527.64,132.05,0.00,53866.16,0.00,0.00,0.00,0.00,0.00,0.00,53866.16,0.00,53866.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0074,INDOOR AIR: ASTHMA PROGRAM,21.0,Travel and transportation of persons,D,Z,Infrastructure Investment and Jobs Act,935.18,-802.54,0.00,-802.54,0.00,0.00,802.54,802.54,802.54,0.00,0.00,935.18,0.00,0.00,0.00,0.00,0.00,0.00,935.18,0.00,935.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0074,INDOOR AIR: ASTHMA PROGRAM,25.1,Advisory and assistance services,D,Z,Infrastructure Investment and Jobs Act,32612.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32612.34,0.00,7824.55,7824.55,7824.55,0.00,0.00,24787.79,0.00,24787.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0074,INDOOR AIR: ASTHMA PROGRAM,25.3,Other goods and services from Federal sources,D,Z,Infrastructure Investment and Jobs Act,45000.00,45000.00,0.00,45000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0078,INFRASTRUCTURE ASSISTANCE:  ALASKA NATIVE VILLAGES,41.0,"Grants, subsidies, and contributions",D,Q,,0.00,14605934.19,31190463.78,14605934.19,31190463.78,0.00,1463395.17,1463395.17,1463395.17,1091882.48,0.00,16213016.90,0.00,0.00,0.00,0.00,0.00,0.00,16213016.90,0.00,16213016.90,0.00,0.00,0.00,-2141369.08,-2141369.08,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,2990358.31,0.00,0.00,0.00,0.00,0.00,150938.58,150938.58,150938.58,167129.90,0.00,3006549.63,0.00,0.00,0.00,0.00,0.00,0.00,3006549.63,0.00,3006549.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,11.3,Other than full-time permanent,D,Z,Infrastructure Investment and Jobs Act,75986.75,0.00,0.00,0.00,0.00,0.00,4348.64,4348.64,4348.64,5449.27,0.00,77087.38,0.00,0.00,0.00,0.00,0.00,0.00,77087.38,0.00,77087.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,11.5,Other personnel compensation,D,Z,Infrastructure Investment and Jobs Act,12470.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12470.68,0.00,0.00,0.00,0.00,0.00,0.00,12470.68,0.00,12470.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,1144162.43,0.00,0.00,0.00,0.00,0.00,58571.08,58571.08,58571.08,64048.72,0.00,1149640.07,0.00,0.00,0.00,0.00,0.00,0.00,1149640.07,0.00,1149640.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,21.0,Travel and transportation of persons,D,Z,Infrastructure Investment and Jobs Act,50993.97,-7083.02,3771.56,-7177.44,3771.56,94.42,13545.57,13545.57,13545.57,9610.49,0.00,57913.47,0.00,0.00,0.00,0.00,0.00,0.00,57913.47,0.00,57913.47,0.00,0.00,0.00,-1258.04,-1258.04,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,25.1,Advisory and assistance services,D,Q,,0.00,-500003.45,-217932.31,-500003.45,-217932.31,0.00,0.00,0.00,0.00,33561.32,0.00,315632.46,0.00,0.00,0.00,0.00,0.00,0.00,315632.46,0.00,315632.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,25.1,Advisory and assistance services,D,Z,Infrastructure Investment and Jobs Act,152956.72,60844.86,66285.72,60844.86,66285.72,0.00,0.00,0.00,0.00,0.00,0.00,158397.58,37976.53,82518.28,82518.28,82518.28,37976.53,0.00,113855.83,0.00,113855.83,0.00,0.00,0.00,-60844.86,-60844.86,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,25.2,Other services from non-Federal sources,D,Q,,6402819.00,3407201.73,1967192.24,3397729.73,1967192.24,9472.00,-539718.61,-539718.61,-539718.61,-298971.34,0.00,5203556.78,0.00,0.00,0.00,0.00,0.00,0.00,5203556.78,0.00,5203556.78,0.00,0.00,0.00,-38139.41,-38139.41,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,25.2,Other services from non-Federal sources,D,Z,Infrastructure Investment and Jobs Act,2662429.99,18681005.94,25531740.40,18681005.94,25531740.40,0.00,999299.15,999299.15,999299.15,363556.69,0.00,8877421.99,0.00,0.00,0.00,0.00,0.00,0.00,8877421.99,0.00,8877421.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,25.3,Other goods and services from Federal sources,D,Q,,0.00,-342073.09,-342073.09,-342073.09,-342073.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,25.3,Other goods and services from Federal sources,D,Z,Infrastructure Investment and Jobs Act,0.00,1000000.00,1000000.00,1000000.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1377.58,-270823.85,-270823.85,-270823.85,-1377.58,0.00,269446.27,0.00,269446.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,41.0,"Grants, subsidies, and contributions",D,Q,,16819235.00,-35635630.42,-3477355.18,-36135630.42,-3477355.18,500000.00,467245.04,467245.04,467245.04,-63003.44,0.00,48447261.76,0.00,0.00,0.00,0.00,0.00,0.00,48447261.76,0.00,48447261.76,0.00,0.00,0.00,-4651545.65,-4651545.65,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,41.0,"Grants, subsidies, and contributions",D,V,American Rescue Plan Act of 2021,0.00,1907992.85,3935494.56,1907992.85,3935494.56,0.00,197546.38,197546.38,197546.38,72695.77,0.00,1902651.10,0.00,0.00,0.00,0.00,0.00,0.00,1902651.10,0.00,1902651.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0079,BROWNFIELDS PROJECTS,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,30825050.00,175566215.50,150056423.50,175566215.50,150056423.50,0.00,356466.78,356466.78,356466.78,0.00,0.00,4958791.21,0.00,0.00,0.00,0.00,0.00,0.00,4958791.21,0.00,4958791.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0080,BROWNFIELDS,11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,59875.24,0.00,0.00,0.00,0.00,0.00,4688.46,4688.46,4688.46,0.00,0.00,55186.78,0.00,0.00,0.00,0.00,0.00,0.00,55186.78,0.00,55186.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0080,BROWNFIELDS,11.3,Other than full-time permanent,D,Z,Infrastructure Investment and Jobs Act,590.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.20,0.00,0.00,0.00,0.00,0.00,0.00,590.20,0.00,590.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0080,BROWNFIELDS,12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,20304.58,0.00,0.00,0.00,0.00,0.00,1580.39,1580.39,1580.39,0.00,0.00,18724.19,0.00,0.00,0.00,0.00,0.00,0.00,18724.19,0.00,18724.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0080,INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,11.1,Full-time permanent,D,E,"Additional Supplemental Appropriations for Disaster Relief Act, 2019",12647.50,0.00,0.00,0.00,0.00,0.00,582.18,582.18,582.18,-280.46,0.00,11784.86,0.00,0.00,0.00,0.00,0.00,0.00,11784.86,0.00,11784.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0103,"State and Tribal Assistance Grants, Environmental Protection Agency",0080,INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,11.1,Full-time permanent,D,Q,,417829.33,0.00,0.00,0.00,0.00,0.00,4342.13,4342.13,4342.13,10374.57,0.00,423861.77,0.00,0.00,0.00,0.00,0.00,0.00,423861.77,0.00,423861.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
